Emp ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,dept,salary,Attrition
9133,0.91,0.49,2,180,3,0,0,support,low,No
9134,0.69,0.63,2,252,3,0,0,support,low,No
9135,0.91,0.66,5,212,3,0,0,support,low,No
9136,0.67,0.84,4,224,3,0,0,support,low,No
9137,0.98,0.62,2,240,3,1,0,support,low,No
9138,0.69,0.62,4,183,4,0,0,support,low,No
9139,0.96,0.74,5,160,5,1,0,support,low,No
9140,0.69,0.68,4,225,3,0,0,technical,low,No
9141,0.65,0.68,3,268,2,1,0,technical,low,No
9142,0.7,0.75,3,221,3,0,0,technical,low,No
9143,0.48,0.94,3,173,2,0,0,management,low,No
9144,0.48,0.51,4,103,4,0,0,IT,low,No
9145,0.16,0.89,4,196,3,1,0,IT,low,No
9146,0.72,0.97,3,239,3,0,0,IT,low,No
9147,0.91,0.71,3,171,2,0,0,IT,low,No
9148,0.74,0.54,3,243,3,0,0,IT,medium,No
9149,0.56,0.56,2,153,2,0,0,product_mng,medium,No
9150,0.56,0.41,6,142,3,0,0,product_mng,medium,No
9151,0.88,0.55,5,168,2,0,0,product_mng,medium,No
9152,0.86,0.9,5,180,4,0,0,product_mng,medium,No
9153,0.66,0.84,4,186,3,0,0,IT,medium,No
9154,0.41,0.45,3,236,2,0,0,RandD,medium,No
9155,0.68,0.83,5,267,3,0,0,RandD,medium,No
9156,0.59,0.47,3,129,2,0,0,RandD,medium,No
9157,0.52,0.78,3,181,3,0,0,RandD,medium,No
9158,0.3,0.54,2,99,2,0,0,RandD,medium,No
9159,0.44,0.67,5,170,3,1,0,marketing,medium,No
9160,0.75,0.64,3,195,3,0,0,sales,high,No
9161,0.23,0.94,4,149,6,0,0,accounting,low,No
9162,0.34,0.46,6,132,2,0,0,support,medium,No
9163,0.52,0.59,3,164,3,0,0,technical,medium,No
9164,0.79,0.83,4,250,2,0,0,management,medium,No
9165,0.5,0.77,3,204,2,0,0,marketing,medium,No
9166,0.89,0.65,3,210,3,0,0,marketing,low,No
9167,0.84,0.52,6,98,3,0,0,marketing,low,No
9168,0.26,0.47,3,241,4,0,0,sales,low,No
9169,0.57,0.96,5,203,4,0,0,sales,low,No
9170,0.14,0.99,3,257,4,1,0,sales,low,No
9171,0.94,0.62,5,201,2,0,0,sales,low,No
9172,0.3,0.58,2,124,3,0,0,sales,low,No
9173,0.29,0.43,6,175,3,0,0,sales,low,No
9174,0.82,0.75,3,161,3,0,0,sales,low,No
9175,0.62,0.75,4,183,4,1,0,sales,low,No
9176,0.64,0.99,5,262,5,0,0,sales,low,No
9177,0.17,0.52,4,184,4,0,0,sales,low,No
9178,0.75,0.56,3,207,3,0,0,sales,low,No
9179,0.49,0.73,4,185,3,0,0,sales,low,No
9180,0.84,0.58,4,180,2,0,0,sales,low,No
9181,0.48,0.96,4,224,2,1,0,sales,low,No
9182,0.54,0.53,3,184,3,0,0,sales,low,No
9183,0.76,0.99,5,252,3,1,0,sales,low,No
9184,0.77,0.84,4,196,3,0,0,sales,low,No
9185,0.95,0.97,4,203,2,0,0,sales,low,No
9186,0.72,0.83,4,181,3,0,0,sales,low,No
9187,0.74,0.67,4,148,3,0,0,accounting,medium,No
9188,0.9,0.55,4,211,3,0,0,accounting,medium,No
9189,0.67,0.55,3,246,3,0,0,accounting,medium,No
9190,0.97,0.55,4,258,3,0,0,hr,medium,No
9191,0.55,0.59,3,231,4,0,0,hr,medium,No
9192,0.32,0.95,2,184,5,0,0,hr,medium,No
9193,0.4,0.42,3,146,2,1,0,hr,medium,No
9194,0.66,0.54,2,136,2,0,0,technical,low,No
9195,0.7,0.77,4,266,2,0,0,technical,low,No
9196,0.69,0.89,2,220,3,0,0,technical,low,No
9197,0.72,0.57,2,248,2,0,0,technical,low,No
9198,0.21,0.65,3,183,3,0,0,technical,low,No
9199,0.91,0.9,3,169,3,0,0,technical,low,No
9200,0.72,0.71,3,132,2,1,0,technical,low,No
9201,0.96,0.72,3,197,3,0,0,technical,low,No
9202,1,0.89,4,152,3,0,0,technical,low,No
9203,0.63,0.51,3,126,6,0,0,technical,low,No
9204,0.24,0.74,6,106,5,0,0,technical,low,No
9205,0.44,0.38,4,128,2,0,0,support,low,No
9206,0.92,0.57,3,191,3,0,0,support,low,No
9207,0.51,0.51,4,189,3,0,0,support,low,No
9208,0.77,0.71,5,141,3,0,0,support,low,No
9209,0.8,0.97,4,220,3,0,0,support,low,No
9210,0.84,0.46,5,118,3,0,0,support,low,No
9211,0.91,0.88,5,223,3,0,0,support,low,No
9212,0.64,0.61,3,263,3,0,0,support,low,No
9213,0.15,0.59,5,209,4,1,0,support,medium,No
9214,0.74,0.58,4,193,3,0,0,support,medium,No
9215,0.94,0.78,4,211,3,0,0,support,medium,No
9216,0.57,0.58,3,192,3,0,0,technical,medium,No
9217,0.92,0.63,5,156,3,0,0,technical,medium,No
9218,0.76,0.54,5,278,2,1,0,technical,medium,No
9219,0.73,0.92,3,199,3,1,0,management,medium,No
9220,0.24,0.6,2,194,6,0,0,IT,medium,No
9221,0.42,0.47,2,125,4,0,0,IT,medium,No
9222,0.92,0.82,4,96,4,0,0,IT,medium,No
9223,0.92,0.94,3,234,2,1,0,IT,medium,No
9224,0.68,0.55,6,181,3,0,0,IT,medium,No
9225,0.49,0.86,4,246,2,0,0,product_mng,medium,No
9226,0.57,0.98,3,171,3,0,0,product_mng,medium,No
9227,0.3,0.66,3,198,2,0,0,product_mng,medium,No
9228,0.17,0.81,5,280,4,0,0,product_mng,medium,No
9229,0.91,0.49,3,267,3,0,0,IT,medium,No
9230,0.83,0.91,3,251,2,0,0,RandD,medium,No
9231,0.87,0.76,5,182,3,0,0,RandD,medium,No
9232,0.71,0.8,4,157,3,0,0,RandD,medium,No
9233,0.88,0.5,3,206,2,0,0,RandD,medium,No
9234,0.63,0.94,3,237,3,1,0,RandD,medium,No
9235,0.99,0.58,2,166,3,0,0,marketing,medium,No
9236,0.99,0.81,4,229,2,1,0,sales,medium,No
9237,0.77,0.53,5,256,3,0,0,accounting,medium,No
9238,0.64,0.69,5,114,6,0,0,support,medium,No
9239,0.61,1,5,243,2,0,0,technical,medium,No
9240,0.37,0.82,3,199,5,0,0,management,medium,No
9241,0.19,1,4,188,4,1,0,marketing,medium,No
9242,0.96,0.87,4,187,2,0,0,marketing,medium,No
9243,0.8,0.62,4,216,2,0,0,marketing,medium,No
9244,0.14,0.63,6,215,5,0,0,sales,low,No
9245,0.15,0.69,6,213,6,0,0,sales,low,No
9246,0.52,0.82,4,198,4,0,0,sales,low,No
9247,0.27,0.55,5,121,3,1,0,sales,low,No
9248,0.97,0.96,3,212,3,0,0,sales,low,No
9249,0.52,0.93,2,271,3,0,0,sales,low,No
9250,0.98,0.89,3,186,2,0,0,sales,low,No
9251,0.96,0.95,4,265,2,0,0,sales,low,No
9252,0.28,0.92,3,151,3,0,0,sales,low,No
9253,0.65,0.55,5,206,3,0,0,sales,low,No
9254,0.59,0.63,4,153,3,1,0,sales,low,No
9255,0.64,0.48,4,267,2,1,0,sales,low,No
9256,0.71,0.48,3,161,3,0,0,sales,low,No
9257,0.83,0.84,2,149,3,0,0,sales,low,No
9258,0.95,0.94,2,269,4,1,0,sales,low,No
9259,0.73,0.49,3,248,3,0,0,sales,low,No
9260,0.81,0.75,4,243,2,0,0,sales,low,No
9261,0.71,0.44,2,207,4,0,0,sales,low,No
9262,0.8,0.56,6,111,6,0,0,sales,low,No
9263,0.85,0.53,3,226,2,0,0,accounting,low,No
9264,0.41,0.7,2,151,3,1,0,accounting,low,No
9265,0.51,0.84,4,224,2,0,0,accounting,medium,No
9266,0.49,0.57,4,146,4,0,0,hr,medium,No
9267,0.76,0.55,4,163,2,1,0,hr,medium,No
9268,0.57,0.69,4,255,3,0,0,hr,medium,No
9269,0.54,0.48,6,196,2,0,0,hr,medium,No
9270,0.68,0.74,3,227,2,0,0,technical,medium,No
9271,0.7,0.5,3,251,2,0,0,technical,medium,No
9272,0.77,0.87,4,209,3,0,0,technical,medium,No
9273,0.95,0.51,3,254,4,0,0,technical,medium,No
9274,0.5,0.64,3,249,2,1,0,technical,low,No
9275,0.99,0.53,4,131,3,1,0,technical,low,No
9276,0.94,0.51,5,142,2,0,0,technical,low,No
9277,0.83,0.66,3,239,3,0,0,technical,low,No
9278,0.64,0.81,3,225,3,1,0,technical,low,No
9279,0.16,0.73,6,170,3,0,0,technical,low,No
9280,0.83,0.71,3,254,2,0,0,technical,low,No
9281,0.93,0.73,4,156,2,0,0,support,low,No
9282,0.32,0.64,3,151,3,0,0,support,low,No
9283,0.12,0.9,3,200,3,0,0,support,low,No
9284,0.5,0.5,3,184,3,1,0,support,low,No
9285,0.57,0.74,3,257,2,0,0,support,low,No
9286,0.25,0.75,5,194,5,1,0,support,low,No
9287,0.98,0.56,3,139,2,1,0,support,low,No
9288,0.81,0.51,3,273,2,1,0,support,low,No
9289,0.94,0.63,5,261,3,0,0,support,low,No
9290,0.83,0.57,3,135,3,1,0,support,low,No
9291,0.77,0.4,4,207,5,0,0,support,low,No
9292,0.57,0.65,4,265,3,0,0,technical,low,No
9293,0.18,0.96,5,208,6,0,0,technical,medium,No
9294,0.67,0.71,4,159,2,1,0,technical,medium,No
9295,0.35,0.47,4,151,6,0,0,management,medium,No
9296,0.78,0.44,3,97,4,0,0,IT,medium,No
9297,0.72,0.79,4,154,3,0,0,IT,medium,No
9298,0.9,0.58,3,264,3,0,0,IT,medium,No
9299,0.58,0.49,3,135,2,0,0,IT,medium,No
9300,0.64,0.56,3,238,2,0,0,IT,medium,No
9301,0.91,0.79,4,166,3,0,0,product_mng,medium,No
9302,0.59,0.51,3,156,3,0,0,product_mng,medium,No
9303,0.76,0.8,3,202,3,0,0,product_mng,medium,No
9304,0.76,0.85,3,204,2,1,0,product_mng,medium,No
9305,0.51,0.69,3,135,3,0,0,IT,medium,No
9306,0.54,0.55,4,252,3,0,0,RandD,medium,No
9307,0.67,0.93,5,254,3,1,0,RandD,medium,No
9308,0.68,0.44,5,165,3,0,0,RandD,medium,No
9309,0.97,0.58,3,200,2,0,0,RandD,medium,No
9310,0.5,0.74,3,155,3,0,0,RandD,medium,No
9311,0.81,0.52,3,162,3,0,0,marketing,medium,No
9312,0.77,0.73,4,159,3,1,0,sales,medium,No
9313,0.59,0.75,4,266,3,0,0,accounting,medium,No
9314,1,0.96,4,155,3,0,0,support,medium,No
9315,0.74,0.95,5,170,4,0,0,technical,medium,No
9316,0.91,0.52,4,172,4,1,0,management,high,No
9317,0.77,0.65,3,187,3,0,0,marketing,low,No
9318,0.79,0.98,4,185,2,0,0,marketing,medium,No
9319,0.82,0.51,5,232,3,0,0,marketing,medium,No
9320,0.89,0.96,5,260,3,0,0,sales,low,No
9321,0.83,0.62,4,218,3,0,0,sales,low,No
9322,0.72,0.7,4,217,3,0,0,sales,low,No
9323,0.7,0.74,3,212,3,0,0,sales,low,No
9324,1,0.89,3,189,3,0,0,sales,low,No
9325,0.57,0.66,4,158,2,0,0,sales,low,No
9326,0.55,0.54,5,168,2,0,0,sales,low,No
9327,0.47,0.7,4,134,3,0,0,sales,low,No
9328,0.95,0.77,4,213,3,1,0,sales,low,No
9329,0.29,0.57,5,149,3,0,0,sales,low,No
9330,0.71,0.5,3,201,2,0,0,sales,low,No
9331,0.89,0.68,4,146,3,0,0,sales,low,No
9332,0.81,0.97,4,212,2,0,0,sales,low,No
9333,0.72,0.64,4,140,2,0,0,sales,low,No
9334,1,0.85,4,156,3,0,0,sales,low,No
9335,0.79,0.49,4,163,3,0,0,sales,high,No
9336,0.69,0.84,3,154,2,0,0,sales,low,No
9337,0.97,0.66,4,218,3,0,0,sales,high,No
9338,0.61,0.59,3,157,2,0,0,sales,high,No
9339,0.71,0.89,3,222,3,0,0,accounting,low,No
9340,0.96,0.76,4,152,3,1,0,accounting,low,No
9341,0.77,0.73,5,263,2,0,0,accounting,high,No
9342,0.57,0.99,3,231,3,0,0,hr,low,No
9343,0.92,0.76,4,258,2,0,0,hr,medium,No
9344,0.99,0.92,5,213,2,0,0,hr,high,No
9345,0.86,0.73,3,159,3,0,0,hr,medium,No
9346,0.78,0.66,4,156,3,1,0,technical,low,No
9347,0.85,0.66,3,235,3,0,0,technical,low,No
9348,0.38,0.6,4,190,2,0,0,technical,low,No
9349,0.63,0.93,4,238,2,0,0,technical,low,No
9350,0.66,0.72,4,137,3,0,0,technical,low,No
9351,0.19,0.79,5,171,3,1,0,technical,low,No
9352,0.63,0.59,4,249,2,0,0,technical,low,No
9353,0.32,0.74,6,205,3,0,0,technical,low,No
9354,0.73,0.55,3,149,3,0,0,technical,low,No
9355,0.75,0.89,4,139,3,0,0,technical,low,No
9356,0.7,0.66,4,168,3,0,0,technical,low,No
9357,0.77,0.61,4,181,2,0,0,support,low,No
9358,0.83,0.8,4,150,3,0,0,support,low,No
9359,0.75,0.49,4,246,3,0,0,support,low,No
9360,0.97,0.54,3,271,3,0,0,support,medium,No
9361,0.75,0.55,5,204,3,0,0,support,low,No
9362,0.66,0.84,3,170,4,0,0,support,low,No
9363,0.56,0.49,3,208,3,0,0,support,low,No
9364,0.77,0.98,2,226,3,0,0,support,low,No
9365,0.82,0.81,3,149,3,0,0,support,low,No
9366,0.85,0.59,2,264,2,0,0,support,low,No
9367,0.49,0.79,5,177,2,0,0,support,low,No
9368,0.24,0.87,4,262,3,0,0,technical,low,No
9369,0.32,0.74,3,211,3,0,0,technical,low,No
9370,0.77,0.51,4,141,3,1,0,technical,low,No
9371,0.77,0.83,5,197,4,0,0,management,high,No
9372,0.93,0.87,3,154,3,1,0,IT,low,No
9373,0.22,0.74,5,178,5,0,0,IT,low,No
9374,0.24,0.89,5,169,4,0,0,IT,low,No
9375,0.99,0.99,3,228,4,0,0,IT,low,No
9376,0.61,0.5,3,231,3,0,0,IT,high,No
9377,0.6,0.91,4,185,3,1,0,product_mng,low,No
9378,0.79,0.7,3,195,2,0,0,product_mng,low,No
9379,0.94,0.62,3,147,3,0,0,product_mng,low,No
9380,0.18,0.85,5,192,3,0,0,product_mng,high,No
9381,0.51,0.73,5,241,3,0,0,IT,low,No
9382,0.55,0.92,3,151,3,0,0,RandD,medium,No
9383,0.73,0.74,3,221,3,0,0,RandD,high,No
9384,0.41,0.63,5,263,3,0,0,RandD,medium,No
9385,0.88,0.66,3,178,3,0,0,RandD,high,No
9386,0.23,0.56,5,169,5,0,0,RandD,medium,No
9387,0.78,0.56,3,271,4,0,0,marketing,medium,No
9388,0.34,0.69,3,155,3,0,0,marketing,medium,No
9389,0.51,0.41,2,164,4,0,0,sales,medium,No
9390,0.8,0.86,3,226,2,0,0,accounting,medium,No
9391,0.66,0.57,4,220,2,1,0,support,medium,No
9392,0.62,0.63,5,153,6,0,0,technical,medium,No
9393,0.5,0.97,2,252,4,0,0,management,medium,No
9394,0.96,0.94,3,182,3,0,0,marketing,high,No
9395,0.5,0.84,3,150,2,0,0,marketing,low,No
9396,0.73,0.69,6,273,4,1,0,marketing,medium,No
9397,0.47,0.39,6,215,5,0,0,sales,medium,No
9398,0.49,0.83,3,172,2,0,0,sales,medium,No
9399,0.92,0.62,3,264,2,0,0,sales,medium,No
9400,0.24,0.39,5,158,2,0,0,sales,medium,No
9401,0.61,0.58,4,142,4,0,0,sales,medium,No
9402,0.83,0.89,4,137,3,0,0,sales,medium,No
9403,0.88,0.66,4,275,3,0,0,sales,medium,No
9404,0.61,0.55,3,245,3,0,0,sales,medium,No
9405,0.68,0.54,4,165,4,0,0,sales,high,No
9406,0.51,0.7,4,142,4,1,0,sales,low,No
9407,0.88,0.58,4,215,2,0,0,sales,low,No
9408,0.94,0.84,5,240,3,0,0,sales,low,No
9409,0.58,0.88,4,255,3,0,0,sales,high,No
9410,0.63,0.98,4,265,3,0,0,sales,low,No
9411,0.81,0.49,4,285,4,0,0,sales,low,No
9412,0.61,0.86,3,238,2,0,0,sales,low,No
9413,0.65,0.63,3,137,3,0,0,sales,high,No
9414,0.67,0.63,3,270,5,0,0,sales,low,No
9415,0.64,0.62,4,145,3,1,0,sales,low,No
9416,0.25,0.76,6,182,3,0,0,accounting,low,No
9417,0.13,0.62,3,264,6,0,0,accounting,low,No
9418,0.14,0.89,3,212,6,0,0,accounting,low,No
9419,0.74,0.51,5,198,3,0,0,hr,low,No
9420,0.8,0.81,5,200,3,0,0,hr,low,No
9421,0.5,0.56,3,263,4,0,0,hr,medium,No
9422,0.69,0.75,4,249,4,0,0,hr,medium,No
9423,0.91,0.53,4,212,3,0,0,technical,low,No
9424,0.8,0.51,3,159,3,0,0,technical,low,No
9425,0.93,0.52,3,181,3,0,0,technical,low,No
9426,0.57,0.99,3,100,4,1,0,technical,low,No
9427,0.51,0.58,2,218,2,1,0,technical,low,No
9428,0.98,0.54,4,178,3,0,0,technical,low,No
9429,0.85,0.83,4,219,3,0,0,technical,low,No
9430,0.73,0.56,5,239,3,0,0,technical,low,No
9431,0.97,0.9,3,255,2,0,0,technical,low,No
9432,0.52,0.61,4,163,2,0,0,technical,low,No
9433,0.31,0.38,3,173,2,0,0,technical,low,No
9434,0.49,0.77,3,147,3,0,0,support,low,No
9435,0.81,0.44,4,166,4,1,0,support,low,No
9436,0.52,0.8,5,209,2,0,0,support,low,No
9437,0.69,0.56,5,271,3,0,0,support,low,No
9438,0.7,0.74,3,253,4,1,0,support,low,No
9439,0.65,0.85,4,233,2,0,0,support,low,No
9440,0.54,0.71,2,194,2,0,0,support,low,No
9441,0.57,0.49,2,237,2,0,0,support,low,No
9442,0.78,0.9,4,238,2,0,0,support,low,No
9443,0.99,0.92,4,212,3,0,0,support,low,No
9444,0.57,0.83,5,189,3,0,0,support,low,No
9445,0.33,0.58,3,115,3,0,0,technical,low,No
9446,0.97,0.58,4,159,3,0,0,technical,low,No
9447,0.95,0.58,5,133,3,0,0,technical,low,No
9448,0.69,0.83,5,225,3,0,0,management,low,No
9449,0.97,0.91,2,112,5,0,0,IT,low,No
9450,0.4,0.59,3,111,4,1,0,IT,low,No
9451,0.67,0.71,4,178,6,0,0,IT,low,No
9452,0.96,0.58,5,178,3,0,0,IT,low,No
9453,0.49,0.95,2,181,4,1,0,IT,low,No
9454,0.56,0.66,3,139,2,0,0,product_mng,low,No
9455,0.99,0.78,2,177,4,0,0,product_mng,low,No
9456,0.49,0.88,4,270,3,0,0,product_mng,low,No
9457,0.53,0.69,4,135,3,0,0,product_mng,low,No
9458,0.75,0.5,4,166,4,0,0,IT,low,No
9459,0.51,0.89,3,230,4,0,0,marketing,low,No
9460,0.65,0.9,3,163,3,1,0,marketing,medium,No
9461,0.45,0.66,2,236,3,0,0,marketing,medium,No
9462,0.98,0.91,3,264,4,1,0,marketing,medium,No
9463,0.9,0.74,3,185,2,0,0,marketing,medium,No
9464,0.37,0.62,4,253,2,0,0,marketing,medium,No
9465,0.52,0.99,4,253,3,0,0,marketing,medium,No
9466,0.96,0.78,3,135,3,0,0,sales,medium,No
9467,0.99,0.7,2,182,4,0,0,accounting,medium,No
9468,0.66,0.56,5,202,3,0,0,support,medium,No
9469,0.84,0.54,5,186,2,0,0,technical,medium,No
9470,0.16,0.87,5,163,3,0,0,management,medium,No
9471,0.75,0.59,3,242,3,0,0,marketing,medium,No
9472,0.52,0.74,3,160,2,0,0,marketing,high,No
9473,0.86,0.86,3,173,3,0,0,marketing,low,No
9474,0.75,0.53,3,154,2,0,0,sales,medium,No
9475,0.73,0.99,3,160,3,0,0,sales,medium,No
9476,0.98,0.84,3,139,2,0,0,sales,medium,No
9477,0.8,0.84,3,251,3,0,0,sales,medium,No
9478,0.18,0.48,4,176,4,1,0,sales,low,No
9479,0.37,0.72,2,163,3,0,0,sales,low,No
9480,0.97,0.86,3,257,4,0,0,sales,low,No
9481,0.56,0.68,4,159,3,0,0,sales,low,No
9482,0.32,0.65,2,183,3,0,0,sales,low,No
9483,0.63,0.88,4,260,2,0,0,sales,low,No
9484,0.36,0.78,6,151,3,0,0,sales,low,No
9485,0.75,0.49,4,246,3,1,0,sales,low,No
9486,0.42,0.86,3,160,4,1,0,sales,low,No
9487,0.96,0.66,3,155,2,0,0,sales,low,No
9488,0.62,0.78,5,250,6,0,0,sales,low,No
9489,0.78,0.96,2,174,3,0,0,sales,low,No
9490,0.93,0.89,3,262,2,0,0,sales,low,No
9491,0.93,0.87,4,257,2,0,0,sales,low,No
9492,0.45,0.42,4,140,2,0,0,sales,low,No
9493,0.44,0.56,3,123,3,0,0,accounting,medium,No
9494,0.57,0.55,3,264,2,0,0,accounting,medium,No
9495,0.77,0.51,2,254,5,0,0,accounting,medium,No
9496,0.6,0.98,4,205,4,0,0,hr,medium,No
9497,0.25,0.94,6,199,4,0,0,hr,medium,No
9498,0.59,0.43,3,171,3,0,0,hr,medium,No
9499,0.29,0.57,5,98,5,0,0,hr,medium,No
9500,0.5,0.95,3,166,4,1,0,technical,low,No
9501,0.91,0.94,4,264,4,0,0,technical,low,No
9502,0.78,0.65,3,176,2,0,0,technical,low,No
9503,0.73,0.76,2,166,3,0,0,technical,low,No
9504,0.51,0.59,4,169,3,0,0,technical,low,No
9505,0.65,0.82,4,257,3,0,0,technical,low,No
9506,0.25,0.87,3,265,4,0,0,technical,low,No
9507,0.5,0.63,5,167,2,0,0,technical,low,No
9508,0.53,0.58,4,134,2,0,0,technical,low,No
9509,0.57,0.76,2,176,3,0,0,technical,low,No
9510,0.77,0.91,5,274,3,0,0,technical,low,No
9511,0.94,0.77,3,201,3,0,0,support,low,No
9512,0.5,0.53,3,121,4,0,0,support,low,No
9513,0.47,0.57,3,97,4,0,0,support,low,No
9514,0.92,0.54,4,217,4,0,0,support,low,No
9515,0.9,0.87,3,220,3,0,0,support,low,No
9516,0.54,0.46,2,98,4,0,0,support,low,No
9517,0.58,0.97,5,265,3,0,0,support,low,No
9518,0.95,0.87,3,201,3,0,0,support,low,No
9519,0.52,0.71,3,151,3,0,0,support,low,No
9520,0.83,0.51,4,199,3,0,0,support,low,No
9521,0.54,0.92,4,175,3,0,0,support,low,No
9522,0.8,0.85,5,253,3,1,0,technical,low,No
9523,0.52,0.57,3,183,2,0,0,technical,low,No
9524,0.83,0.8,5,223,3,0,0,technical,low,No
9525,0.74,0.55,5,168,4,0,0,management,low,No
9526,0.87,0.71,5,244,2,0,0,IT,low,No
9527,0.45,0.87,2,268,4,1,0,IT,low,No
9528,0.72,0.72,4,218,4,0,0,IT,low,No
9529,0.27,0.85,2,277,6,1,0,IT,low,No
9530,0.51,0.88,5,225,2,1,0,IT,low,No
9531,0.55,0.55,4,257,3,0,0,product_mng,low,No
9532,0.89,0.69,4,170,3,0,0,product_mng,low,No
9533,0.85,0.86,3,179,3,0,0,product_mng,low,No
9534,0.29,0.85,4,211,2,0,0,product_mng,low,No
9535,0.96,0.5,3,217,2,1,0,IT,low,No
9536,0.9,0.68,3,135,3,0,0,RandD,low,No
9537,0.28,0.94,6,167,3,1,0,RandD,low,No
9538,0.93,0.98,4,189,3,0,0,RandD,medium,No
9539,0.51,0.57,3,162,3,1,0,RandD,medium,No
9540,0.97,0.76,3,193,3,0,0,RandD,medium,No
9541,0.71,0.55,4,273,3,1,0,RandD,medium,No
9542,0.52,0.69,6,138,5,0,0,marketing,medium,No
9543,0.87,0.84,4,237,3,1,0,sales,medium,No
9544,0.78,0.61,5,260,2,0,0,accounting,medium,No
9545,0.57,0.82,3,149,5,1,0,support,medium,No
9546,0.34,0.49,4,149,3,0,0,technical,medium,No
9547,0.95,0.95,4,137,4,0,0,management,medium,No
9548,0.72,0.73,5,167,3,0,0,marketing,medium,No
9549,0.61,0.37,4,165,6,0,0,marketing,medium,No
9550,0.39,0.39,2,131,2,0,0,marketing,high,No
9551,0.72,0.59,5,138,2,0,0,sales,low,No
9552,0.86,0.91,4,234,3,1,0,sales,medium,No
9553,0.69,0.67,4,141,3,0,0,sales,medium,No
9554,0.5,0.65,4,266,3,1,0,sales,medium,No
9555,0.62,0.68,3,134,2,0,0,sales,medium,No
9556,0.76,0.55,4,147,3,0,0,sales,low,No
9557,0.97,0.88,4,237,4,0,0,sales,low,No
9558,0.78,0.57,5,114,4,0,0,sales,low,No
9559,0.81,0.89,4,166,2,1,0,sales,low,No
9560,0.15,0.95,4,173,5,1,0,sales,low,No
9561,0.72,0.5,3,205,3,1,0,sales,low,No
9562,0.8,0.5,3,219,3,0,0,sales,low,No
9563,0.76,0.74,3,173,2,0,0,sales,low,No
9564,0.19,0.73,4,231,3,0,0,sales,low,No
9565,0.75,0.75,5,133,2,0,0,sales,low,No
9566,0.94,0.49,4,220,3,0,0,sales,low,No
9567,0.93,0.59,5,158,3,0,0,sales,low,No
9568,0.96,0.92,3,182,4,0,0,sales,low,No
9569,0.14,0.57,6,275,5,0,0,sales,low,No
9570,0.75,0.71,3,237,3,1,0,accounting,low,No
9571,0.6,0.59,5,146,4,0,0,accounting,low,No
9572,0.65,0.48,4,144,3,0,0,accounting,low,No
9573,0.59,0.79,2,195,3,0,0,hr,low,No
9574,0.93,0.78,5,191,4,0,0,hr,medium,No
9575,0.5,1,3,149,2,0,0,hr,medium,No
9576,0.62,0.55,4,137,3,1,0,hr,medium,No
9577,0.24,0.58,3,184,5,1,0,technical,medium,No
9578,0.66,0.87,4,139,3,0,0,technical,medium,No
9579,0.55,0.95,4,249,4,0,0,technical,medium,No
9580,0.91,0.66,3,168,3,0,0,technical,medium,No
9581,0.59,0.51,2,145,5,0,0,technical,medium,No
9582,0.74,0.54,5,221,3,0,0,technical,medium,No
9583,0.43,0.51,2,123,3,0,0,technical,medium,No
9584,0.85,0.99,6,153,6,0,0,technical,medium,No
9585,0.46,0.54,3,183,4,0,0,technical,medium,No
9586,0.48,0.56,4,271,3,0,0,technical,high,No
9587,0.96,1,4,167,2,1,0,technical,low,No
9588,0.55,0.9,4,177,3,0,0,support,medium,No
9589,0.82,0.74,3,256,3,1,0,support,medium,No
9590,0.24,0.65,3,143,4,0,0,support,medium,No
9591,0.69,0.71,3,241,3,0,0,support,medium,No
9592,0.29,0.68,4,210,3,0,0,support,low,No
9593,0.53,0.7,4,155,5,1,0,support,low,No
9594,0.65,0.77,2,248,3,0,0,support,low,No
9595,0.57,0.53,3,162,3,0,0,support,low,No
9596,0.6,0.5,4,137,3,0,0,support,low,No
9597,0.79,0.55,5,242,2,0,0,support,low,No
9598,0.41,0.5,6,257,6,1,0,support,low,No
9599,0.79,0.72,5,245,3,1,0,technical,low,No
9600,0.5,0.8,3,234,3,0,0,technical,low,No
9601,0.8,0.76,4,135,2,0,0,technical,low,No
9602,0.61,0.79,5,269,2,0,0,management,low,No
9603,0.99,0.68,4,238,3,0,0,IT,low,No
9604,0.77,0.86,3,101,5,0,0,IT,low,No
9605,0.7,0.52,5,200,2,1,0,IT,low,No
9606,0.55,0.87,3,241,4,0,0,IT,low,No
9607,0.87,0.63,3,143,3,1,0,IT,low,No
9608,0.97,0.6,3,169,2,1,0,product_mng,low,No
9609,0.56,0.99,4,270,2,0,0,product_mng,low,No
9610,0.99,0.81,4,246,3,1,0,product_mng,low,No
9611,0.57,0.66,4,151,2,0,0,product_mng,low,No
9612,1,0.84,3,227,3,0,0,IT,low,No
9613,0.97,0.74,3,134,3,1,0,marketing,high,No
9614,0.81,0.54,4,155,4,0,0,accounting,high,No
9615,0.76,0.48,5,173,3,0,0,accounting,high,No
9616,0.95,0.55,5,134,3,0,0,IT,medium,No
9617,0.81,0.65,3,195,2,0,0,IT,medium,No
9618,0.8,0.65,3,264,4,0,0,management,high,No
9619,0.72,0.57,3,203,2,1,0,marketing,medium,No
9620,0.68,0.65,3,243,2,0,0,sales,medium,No
9621,0.21,0.61,6,159,5,1,0,accounting,medium,No
9622,0.46,0.4,3,145,2,0,0,support,medium,No
